Date,Title,Link,Source,source
2023-02-13 17:55:00,Why Microsoft Stock Beat the Market on Monday,https://finance.yahoo.com/m/d39ae5f5-c994-3f5b-a489-1242ad24fce1/why-microsoft-stock-beat-the.html,finance.yahoo,
2023-02-13 16:25:00,Dow Jones Rallies Despite This Risk; These 3 Warren Buffett Stocks Eye Entries; Microsoft Pops,https://finance.yahoo.com/m/e92c3366-c475-3996-89de-6be7ed76fc90/dow-jones-rallies-despite.html,finance.yahoo,
2023-02-13 16:25:00,Dow Jones Climbs More Than 1% Despite This Risk; 3 Warren Buffett Stocks Eye Entries,https://finance.yahoo.com/m/e92c3366-c475-3996-89de-6be7ed76fc90/dow-jones-climbs-more-than-1%25.html,finance.yahoo,
2023-02-13 16:19:00,US STOCKS-Wall Street ends sharply higher as investors eye inflation data,https://finance.yahoo.com/news/us-stocks-wall-street-ends-211916722.html,finance.yahoo,
2023-02-13 16:07:00,Dont fall into the Intel dividend trap: These fund managers find the stocks with growing payouts,https://finance.yahoo.com/m/7f5acf6c-18f9-3bce-9ce7-b0965d2841c7/don%E2%80%99t-fall-into-the-intel.html,finance.yahoo,
2023-02-13 16:00:00,US STOCKS-Wall Street ends higher as investors eye inflation data,https://finance.yahoo.com/news/us-stocks-wall-street-ends-210047096.html,finance.yahoo,
2023-02-13 16:00:00,"Microsoft stock climbs following upgrade, LinkedIn reportedly begins layoffs in recruiting unit",https://finance.yahoo.com/video/microsoft-stock-climbs-following-upgrade-210019359.html,finance.yahoo,
2023-02-13 15:07:00,Dow Jones Rallies As This Risk Looms; 3 Warren Buffett Stocks Eye Entries,https://finance.yahoo.com/m/e92c3366-c475-3996-89de-6be7ed76fc90/dow-jones-rallies-as-this.html,finance.yahoo,
2023-02-13 14:40:00,US STOCKS-Wall Street rallies as investors eye inflation data,https://finance.yahoo.com/news/us-stocks-wall-street-rallies-194033255.html,finance.yahoo,
2023-02-13 14:06:00,Why it may be time to sell the pop in tech stocks: BlackRock,https://finance.yahoo.com/news/why-it-may-be-time-to-sell-the-pop-in-tech-stocks-blackrock-190606866.html,finance.yahoo,
2023-02-13 13:47:00,Twilio joins growing list of tech companies announcing layoffs,https://finance.yahoo.com/m/0fba6cc2-3d87-3037-b547-f2d80a477d38/twilio-joins-growing-list-of.html,finance.yahoo,
2023-02-13 13:19:00,"Microsoft has a long path of earnings growth ahead, says Morgan Stanley",https://finance.yahoo.com/m/13fe4046-62dc-3f49-80a8-71455ec7d709/microsoft-has-a-long-path-of.html,finance.yahoo,
2023-02-13 12:03:00,The hunt for stocks with rising dividends: These fund managers have a strategy to keep your payouts growing,https://finance.yahoo.com/m/7f5acf6c-18f9-3bce-9ce7-b0965d2841c7/the-hunt-for-stocks-with.html,finance.yahoo,
