Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap(Billions),PE Ratio (TTM)
TSLA,"Tesla, Inc.",143.89,0.14,0.1,158699000.0,127514000.0,454.369,41.35
AAPL,Apple Inc.,142.53,1.42,1.01,66435000.0,81832000.0,2257.0,23.33
AMD,"Advanced Micro Devices, Inc.",74.7,-1.83,-2.39,60823000.0,65160000.0,120.443,41.97
AMZN,"Amazon.com, Inc.",96.32,-1.2,-1.23,61232000.0,85649000.0,982.628,84.49
NVDA,NVIDIA Corporation,192.65,0.72,0.38,49620000.0,46990000.0,480.084,51.66
F,Ford Motor Company,12.74,-0.06,-0.47,41152000.0,53604000.0,51.221,5.52
MSFT,Microsoft Corporation,242.04,-0.54,-0.22,40234000.0,30824000.0,1804.0,26.05
NOK,Nokia Oyj,4.55,-0.08,-1.73,33549000.0,19730000.0,25.623,13.79
NIO,NIO Inc.,11.68,-0.38,-3.15,37423000.0,57798000.0,19.512,
CCL,Carnival Corporation & plc,10.68,-0.04,-0.37,33126000.0,49846000.0,13.885,
T,AT&T Inc.,19.16,0.06,0.31,32857000.0,39686000.0,136.553,7.92
SOFI,"SoFi Technologies, Inc.",5.79,-0.08,-1.36,32564000.0,43607000.0,4.63,
VZ,Verizon Communications Inc.,40.42,0.79,1.99,32143000.0,23867000.0,169.757,8.79
GOOGL,Alphabet Inc.,97.7,-2.09,-2.09,32574000.0,33780000.0,1273.0,19.08
SWN,Southwestern Energy Company,5.67,-0.24,-4.06,27766000.0,23320000.0,6.257,2.34
ITUB,Itaú Unibanco Holding S.A.,4.91,0.05,1.03,26911000.0,41997000.0,47.554,8.77
BAC,Bank of America Corporation,34.57,0.25,0.73,25610000.0,39319000.0,276.449,10.84
LCID,"Lucid Group, Inc.",8.6,-0.22,-2.49,25869000.0,27201000.0,15.723,6.88
LUMN,"Lumen Technologies, Inc.",5.29,0.14,2.72,24604000.0,24003000.0,5.473,2.69
CMCSA,Comcast Corporation,39.75,-0.51,-1.27,24189000.0,24112000.0,171.856,33.69
AMC,"AMC Entertainment Holdings, Inc.",5.5,-0.16,-2.83,24172000.0,28929000.0,2.823,
BBD,Banco Bradesco S.A.,2.78,0.07,2.58,23134000.0,44669000.0,29.631,6.18
RIVN,"Rivian Automotive, Inc.",18.05,-0.05,-0.28,22660000.0,18144000.0,15.945,
META,"Meta Platforms, Inc.",143.14,-0.13,-0.09,21970000.0,43737000.0,375.342,12.98
AAL,American Airlines Group Inc.,16.02,-0.15,-0.93,21641000.0,27674000.0,10.411,
NU,Nu Holdings Ltd.,4.03,0.11,2.81,21588000.0,28107000.0,18.883,
GOOG,Alphabet Inc.,99.21,-2.0,-1.98,23705000.0,27712000.0,1275.0,18.3
PLTR,Palantir Technologies Inc.,7.02,-0.36,-4.88,22649000.0,32743000.000000004,14.603,
SNAP,Snap Inc.,10.26,0.06,0.59,21363000.0,33506000.0,16.55,
INTC,Intel Corporation,29.92,-0.35,-1.16,24729000.0,37695000.0,123.48,9.26
CS,Credit Suisse Group AG,3.47,-0.07,-1.98,20226000.0,20915000.0,13.747,
AFRM,"Affirm Holdings, Inc.",14.32,-1.13,-7.31,20383000.0,15975000.0,4.155000000000001,
GOLD,Barrick Gold Corporation,19.42,0.19,0.99,19002000.0,20125000.0,34.219,18.15
LU,Lufax Holding Ltd,2.75,0.06,2.23,18841000.0,19164000.0,6.286,3.57
PFE,Pfizer Inc.,44.71,-0.27,-0.6,18790000.0,21508000.0,250.971,8.57
LYFT,"Lyft, Inc.",15.3,-0.11,-0.71,18609000.0,15403000.0,5.522,
APE,"AMC Entertainment Holdings, Inc.",1.7,-0.13,-7.1,18589000.0,28530000.0,4.534,
RIG,Transocean Ltd.,6.24,0.01,0.16,17408000.0,22840000.0,4.505,
PBR,Petróleo Brasileiro S.A. - Petrobras,11.78,0.05,0.43,16408000.000000002,35607000.0,76.83,2.26
SHOP,Shopify Inc.,42.69,-1.35,-3.07,15923000.0,22881000.0,54.306,328.38
ABEV,Ambev S.A.,2.63,0.06,2.33,15576000.0,27635000.0,41.863,16.44
KGC,Kinross Gold Corporation,4.82,0.08,1.69,15427000.0,16680000.0,6.197,19.28
ERIC,Telefonaktiebolaget LM Ericsson (publ),5.73,-0.11,-1.88,15182000.0,10532000.0,19.081,10.42
MPW,"Medical Properties Trust, Inc.",13.22,-0.56,-4.06,14934000.0,13345000.0,7.906,6.33
PLUG,Plug Power Inc.,16.74,-0.7,-4.01,14890000.0,16898000.0,9.758,
XPEV,XPeng Inc.,9.69,-0.41,-4.06,14599000.0,33713000.0,8.301,
CVS,CVS Health Corporation,86.02,-1.18,-1.35,14687000.0,7051000.0,113.028,36.3
UBER,"Uber Technologies, Inc.",29.93,-0.6,-1.97,14464000.0,21975000.0,59.693,
WFC,Wells Fargo & Company,44.45,-0.58,-1.29,13697000.0,18503000.0,170.412,14.16
W,Wayfair Inc.,54.65,-4.68,-7.89,13623000.0,5128000.0,5.854,
XOM,Exxon Mobil Corporation,113.81,1.05,0.93,13583000.0,17574000.0,468.703,9.29
GE,General Electric Company,80.7,0.93,1.17,13376000.0,8084000.0,88.178,
VALE,Vale S.A.,18.52,0.39,2.15,13677000.0,33019000.0,85.994,4.77
KMI,"Kinder Morgan, Inc.",18.57,-0.19,-1.01,13070000.0,14735000.0,41.741,16.58
SIRI,Sirius XM Holdings Inc.,5.79,-0.09,-1.53,12955000.0,14068000.0,22.52,19.97
CSX,CSX Corporation,31.86,-0.19,-0.59,12882000.0,13487000.0,66.983,16.95
USB,U.S. Bancorp,46.67,-1.0,-2.1,12459000.0,9924000.0,71.416,11.14
COIN,"Coinbase Global, Inc.",53.56,-2.4,-4.3,12414000.0,15882000.0,14.026,5.48
SQ,"Block, Inc.",80.79,-0.87,-1.07,11972000.0,12561000.0,48.318,
GM,General Motors Company,36.2,-0.24,-0.66,12058000.0,13321000.0,51.429,5.97
HAL,Halliburton Company,39.84,-0.73,-1.8,11888000.0,9579000.0,36.177,20.64
NCLH,Norwegian Cruise Line Holdings Ltd.,15.43,-0.09,-0.58,11906000.0,15427000.0,6.502,
GRAB,Grab Holdings Limited,3.6,-0.14,-3.74,11904000.0,16511000.0,13.865,
SJI,"South Jersey Industries, Inc.",35.9,-0.02,-0.06,11755000.0,1553000.0,4.396,26.99
WBD,"Warner Bros. Discovery, Inc.",13.38,-0.13,-0.96,11424000.0,29413000.0,32.492,7.39
TSM,Taiwan Semiconductor Manufacturing Company Limited,94.56,-1.1,-1.15,11370000.0,15194000.0,490.388,14.64
C,Citigroup Inc.,51.42,-0.56,-1.08,13271000.0,17659000.0,99.593,7.23
PINS,"Pinterest, Inc.",25.83,-0.86,-3.22,11411000.0,12355000.0,17.519,287.0
AZN,AstraZeneca PLC,66.28,-1.33,-1.97,10867000.0,4981000.0,209.424,103.56
CSCO,"Cisco Systems, Inc.",47.81,0.31,0.65,12922000.0,18503000.0,196.408,17.26
ET,Energy Transfer LP,13.07,0.06,0.46,10493000.0,14747000.0,40.366,9.75
YMM,Full Truck Alliance Co. Ltd.,8.68,-0.57,-6.16,10457000.0,7865000.0,9.621,11.27
NFLX,"Netflix, Inc.",363.83,6.41,1.79,11723000.0,9880000.0,161.912,28.78
MMM,3M Company,115.0,-7.62,-6.21,10275000.0,2855000.0,63.565,10.03
HBAN,Huntington Bancshares Incorporated,14.68,-0.06,-0.41,10959000.0,15262000.0,21.184,10.12
MU,"Micron Technology, Inc.",61.26,-0.56,-0.91,10183000.0,16110000.0,66.846,11.08
IBN,ICICI Bank Limited,21.63,-0.14,-0.64,10092000.0,8053000.000000001,75.462,21.0
DNA,"Ginkgo Bioworks Holdings, Inc.",1.81,-0.03,-1.63,10123000.0,23656000.0,3.586,
DKNG,DraftKings Inc.,14.92,0.36,2.47,10073000.0,15915000.0,6.697,
FTCH,Farfetch Limited,6.14,-0.32,-4.95,9845000.0,16510000.000000002,2.341,
HL,Hecla Mining Company,6.36,0.02,0.32,9637000.0,9098000.0,3.856,212.0
CLF,Cleveland-Cliffs Inc.,20.19,-0.42,-2.04,9528000.0,13410000.0,10.404,4.26
