Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap(Billions),PE Ratio (TTM)
OSH,"Oak Street Health, Inc.",33.68,7.72,29.74,20343000.0,2419000.0,8.181,
TMVWY,TeamViewer AG,7.73,1.19,18.2,102129.0,8761.0,2.783,38.65
INTA,"Intapp, Inc.",33.51,5.14,18.12,933452.0,92238.0,2.111,
ARCB,ArcBest Corporation,101.39,15.01,17.38,1357000.0,240881.0,2.476,8.02
SKY,Skyline Champion Corporation,68.8,8.78,14.63,1195000.0,360850.0,3.916,9.35
SWKS,"Skyworks Solutions, Inc.",122.97,13.69,12.53,5743000.0,2113000.0,19.549,15.75
BIDU,"Baidu, Inc.",160.22,17.4,12.18,14472000.0,3604000.0,55.681,
SPR,"Spirit AeroSystems Holdings, Inc.",38.28,3.97,11.57,9347000.0,2111000.0,4.029,
MCARY,"Mercari, Inc.",12.05,1.22,11.27,54950.0,7060.0,3.938,
ATAT,Atour Lifestyle Holdings Limited,25.64,2.5,10.8,279049.0,554439.0,3.344,160.25
CINF,Cincinnati Financial Corporation,127.62,12.34,10.7,1425000.0,573173.0,20.06,39.76
OMF,"OneMain Holdings, Inc.",46.8,4.49,10.61,3905000.0,1273000.0,5.72,6.16
LAC,Lithium Americas Corp.,25.89,2.43,10.36,9402000.0,2479000.0,3.495,
KMPR,Kemper Corporation,68.05,6.17,9.97,1028999.9999999999,368601.0,4.349,
ZM,"Zoom Video Communications, Inc.",84.66,7.59,9.85,14657000.0,3714000.0,22.529,36.18
RLLCF,Rolls-Royce Holdings plc,0.0057,0.0005,9.62,450401.0,1181000.0,124.264,0.32
MLI,"Mueller Industries, Inc.",75.72,6.53,9.44,740696.0,317521.0,4.306,6.65
VRNS,"Varonis Systems, Inc.",28.54,2.31,8.81,3186000.0,1283000.0,3.146,
GIFOF,"Grifols, S.A.",10.11,0.81,8.71,20090.0,18.0,9.471,91.91
BP,BP p.l.c.,37.75,2.91,8.35,25088000.0,8674000.0,113.808,
FISV,"Fiserv, Inc.",115.28,8.88,8.35,7775000.0,3175000.0,73.206,36.37
GOCO,"GoHealth, Inc.",16.0,1.2,8.11,27834.0,120356.0,3.437,
TTWO,"Take-Two Interactive Software, Inc.",113.85,8.29,7.85,5482000.0,2103000.0,19.106,68.58
CVCO,"Cavco Industries, Inc.",290.73,21.08,7.82,109820.0,85185.0,2.59,9.61
CRTO,Criteo S.A.,33.55,2.43,7.81,1754000.0,290536.0,2.02,32.57
SSD,"Simpson Manufacturing Co., Inc.",114.34,8.25,7.78,519294.0,183601.0,4.871,14.29
OLK,Olink Holding AB (publ),21.44,1.51,7.58,94069.0,172345.0,2.553,
DD,"DuPont de Nemours, Inc.",77.79,5.43,7.5,7773000.0,2944000.0,38.645,24.54
HTZ,"Hertz Global Holdings, Inc.",19.0,1.32,7.47,10295000.0,2569000.0,6.345,21.35
CAR,"Avis Budget Group, Inc.",228.24,15.85,7.46,881996.0,707208.0,9.464,4.13
NVT,nVent Electric plc,43.44,3.0,7.42,3652000.0,883230.0,7.237,23.74
VRT,Vertiv Holdings Co,15.25,1.05,7.39,4943000.0,2664000.0,5.754,1525.0
TFII,TFI International Inc.,124.7,8.42,7.24,802969.0,233440.0,10.871,15.91
FQVLF,First Quantum Minerals Ltd.,20.52,1.37,7.13,18650.0,49078.0,14.209,12.29
RCL,Royal Caribbean Cruises Ltd.,74.01,4.92,7.12,15039000.0,3932000.0,18.886,
CEIX,CONSOL Energy Inc.,62.45,4.13,7.08,1996000.0,735666.0,2.178,5.78
NOG,"Northern Oil and Gas, Inc.",33.42,2.21,7.08,2286000.0,1780000.0,2.849,3.42
ABCM,Abcam plc,15.66,1.03,7.04,472094.0,722893.0,3.59,223.71
CTLT,"Catalent, Inc.",71.58,4.58,6.84,8983000.0,3096000.0,12.882,25.75
AYX,"Alteryx, Inc.",59.89,3.81,6.79,1555000.0,903558.0,4.138,
SYM,Symbotic Inc.,16.63,1.05,6.74,1006999.9999999999,212221.0,9.43,
PCTY,Paylocity Holding Corporation,232.89,14.6,6.69,527847.0,423300.0,12.988,142.01
SAPMY,Saipem SpA,0.32,0.02,6.67,20386.0,31147.0,3.207,
S,"SentinelOne, Inc.",16.07,1.0,6.64,4834000.0,4921000.0,4.543,
CPE,Callon Petroleum Company,41.79,2.55,6.5,1169000.0,1153000.0,2.575,2.01
CCS,"Century Communities, Inc.",64.3,3.9,6.46,513819.0,299955.0,2.043,3.53
ON,ON Semiconductor Corporation,85.53,5.13,6.38,11480000.0,6168000.0,36.985,20.96
PMNXF,Perseus Mining Limited,1.5,0.0889,6.3,31218.0,13742.0,2.051,11.54
MNSO,MINISO Group Holding Limited,15.97,0.94,6.25,1398000.0,987398.0,5.058,37.14
IQ,"iQIYI, Inc.",7.37,0.43,6.2,15346000.0,20989000.0,6.974,
RIG,Transocean Ltd.,7.37,0.43,6.2,20782000.0,22480000.0,5.32,
QRVO,"Qorvo, Inc.",108.56,6.32,6.18,2481000.0,1313000.0,10.844,26.48
SIX,Six Flags Entertainment Corporation,29.17,1.69,6.15,3031000.0,1975000.0,2.426,27.01
SYNA,Synaptics Incorporated,130.17,7.53,6.14,741609.0,469295.0,5.19,17.69
BILL,"Bill.com Holdings, Inc.",101.07,5.74,6.02,4825000.0,2292000.0,10.752,
PBF,PBF Energy Inc.,40.51,2.3,6.02,2237000.0,3584000.0,5.65,2.18
TAL,TAL Education Group,6.54,0.37,6.0,8291000.0,10254000.0,4.244,
RNG,"RingCentral, Inc.",45.28,2.54,5.94,1314000.0,1900000.0,4.348,
YY,JOYY Inc.,37.03,2.07,5.92,886639.0,686605.0,2.623,5.25
ERF,Enerplus Corporation,17.39,0.97,5.91,815562.0,1286000.0,3.912,5.65
GDS,GDS Holdings Limited,23.78,1.32,5.88,925756.0,1758000.0,4.658,
TOSYY,Toshiba Corporation,17.78,0.99,5.87,34812.0,57859.0,15.439,8.72
TKGSY,"Tokyo Gas Co.,Ltd.",10.91,0.6,5.82,165682.0,8916.0,9.457,9.32
CNMD,CONMED Corporation,105.64,5.77,5.78,472602.0,433798.0,3.22,50.3
CHX,ChampionX Corporation,31.3,1.68,5.67,1810000.0,1590000.0,6.217,41.18
ATVI,"Activision Blizzard, Inc.",75.6,4.02,5.62,14882000.0,6391000.0,59.166,39.38
MTDR,Matador Resources Company,63.92,3.38,5.58,961714.0,967748.0,7.553,6.52
BTEGF,Baytex Energy Corp.,4.54,0.24,5.58,385919.0,326121.0,2.486,3.13
STNG,Scorpio Tankers Inc.,54.67,2.89,5.58,2274000.0,1441000.0,3.265,10.41
HTHT,H World Group Limited,48.92,2.53,5.45,1658000.0,1766000.0,15.616,
LSPD,Lightspeed Commerce Inc.,17.83,0.92,5.44,1640000.0,1184000.0,2.688,
NCLH,Norwegian Cruise Line Holdings Ltd.,17.48,0.89,5.36,25115000.0,13847000.0,7.366,
AMBA,"Ambarella, Inc.",96.73,4.87,5.3,657261.0,580255.0,3.749,
ZI,ZoomInfo Technologies Inc.,30.24,1.52,5.29,16608000.0,5181000.0,12.207,44.47
PDCE,"PDC Energy, Inc.",65.52,3.29,5.29,854401.0,845506.0,6.037,3.38
AAFRF,Airtel Africa Plc,1.4528,0.0728,5.28,60226.0,19749.0,5.46,8.55
IDCC,"InterDigital, Inc.",73.49,3.65,5.23,579843.0,280450.0,2.18,27.22
KKR,KKR & Co. Inc.,58.94,2.92,5.21,6321000.0,3178000.0,66.148,50.81
OMCL,"Omnicell, Inc.",58.26,2.88,5.2,451641.0,583083.0,2.601,56.56
OLPX,"Olaplex Holdings, Inc.",6.71,0.33,5.17,3420000.0,2586000.0,4.356,15.6
PUTKY,PT United Tractors Tbk,33.25,1.63,5.15,69742.0,7945.0,6.201,5.11
NVDA,NVIDIA Corporation,221.73,10.84,5.14,66415000.00000001,46794000.0,552.551,59.46
DOCU,"DocuSign, Inc.",66.18,3.23,5.13,3323000.0,5715000.0,13.307,
CRK,"Comstock Resources, Inc.",11.93,0.58,5.11,5242000.0,4272000.0,2.789,3.3
TEAM,Atlassian Corporation,181.16,8.79,5.1,2904000.0,3439000.0,46.429,
CPG,Crescent Point Energy Corp.,7.23,0.35,5.09,10426000.0,6447000.0,4.016,2.68
SM,SM Energy Company,32.99,1.59,5.06,1244000.0,1562000.0,4.051,3.16
PRMRF,Paramount Resources Ltd.,22.86,1.1,5.06,23150.0,40747.0,3.257,8.59
VLO,Valero Energy Corporation,134.52,6.43,5.02,3537000.0,3905000.0,51.861,4.63
MPC,Marathon Petroleum Corporation,122.23,5.82,5.0,5325000.0,3941000.0,55.492,4.37
PR,Permian Resources Corporation,10.3,0.49,4.99,6487000.0,6230000.0,5.745,5.42
OXY,Occidental Petroleum Corporation,64.6,3.05,4.96,12889000.0,12322000.0,58.716,5.36
BEKE,KE Holdings Inc.,19.14,0.9,4.93,9318000.0,13060000.0,23.976,
MGY,Magnolia Oil & Gas Corporation,23.43,1.1,4.93,1223000.0,1528000.0,6.359,5.58
ELF,"e.l.f. Beauty, Inc.",72.03,3.36,4.89,1230000.0,797108.0,3.839,82.79
OVV,Ovintiv Inc.,47.18,2.2,4.89,3599000.0,3439000.0,11.713,3.2
NTRA,"Natera, Inc.",45.92,2.14,4.89,1236000.0,1677000.0,5.007,
APPF,"AppFolio, Inc.",122.12,5.68,4.88,116318.0,98496.0,4.294,
DOCS,"Doximity, Inc.",39.22,1.82,4.87,1966000.0,1923000.0,7.549,63.26
SEAS,"SeaWorld Entertainment, Inc.",65.79,3.02,4.81,685966.0,724260.0,4.203,15.19
VET,Vermilion Energy Inc.,14.62,0.67,4.8,1433000.0,2080000.0,2.396,2.61
TDOC,"Teladoc Health, Inc.",31.76,1.45,4.78,4072000.0,4436000.0,5.143,
LSCC,Lattice Semiconductor Corporation,82.11,3.73,4.76,1330000.0,1517000.0,11.254,76.03
CRWD,"CrowdStrike Holdings, Inc.",114.59,5.17,4.72,4115000.0,5453000.0,26.859,
HMY,Harmony Gold Mining Company Limited,3.55,0.16,4.72,6844000.0,4357000.0,2.357,19.72
FANG,"Diamondback Energy, Inc.",143.56,6.44,4.7,2365000.0,2511000.0,26.116,5.94
RNLSY,Renault SA,8.74,0.39,4.67,30126.0,30153.0,12.791,8.32
KOS,Kosmos Energy Ltd.,7.49,0.33,4.61,7992000.0,5855000.0,3.415,8.05
GOOGL,Alphabet Inc.,107.64,4.74,4.61,49010000.0,32177000.0,1382.0,24.03
NFE,New Fortress Energy Inc.,40.53,1.78,4.59,1489000.0,1687000.0,8.461,29.8
IDXX,"IDEXX Laboratories, Inc.",507.68,22.15,4.56,830132.0,517322.0,42.045,64.18
MOMO,Hello Group Inc.,10.78,0.47,4.56,1137000.0,3434000.0,2.136,
XPRO,Expro Group Holdings N.V.,20.65,0.9,4.56,585723.0,613646.0,2.247,
PROK,ProKidney Corp.,11.5,0.5,4.55,170279.0,112703.0,2.677,
WMS,"Advanced Drainage Systems, Inc.",95.31,4.14,4.54,909974.0,886988.0,7.742,17.14
WOLF,"Wolfspeed, Inc.",82.94,3.6,4.54,1925000.0,2596000.0,10.319,
