Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap(Billions),PE Ratio (TTM)
TSLA,"Tesla, Inc.",188.27,6.86,3.78,215661000.0,144454000.0,595.705,49.68
META,"Meta Platforms, Inc.",188.77,35.65,23.28,149574000.0,35030000.0,494.993,17.3
CVNA,Carvana Co.,14.25,0.69,5.09,144766000.0,28400000.0,2.531,
AMZN,"Amazon.com, Inc.",112.91,7.76,7.38,134139000.00000001,80294000.0,1152.0,100.81
SOFI,"SoFi Technologies, Inc.",7.72,0.34,4.61,105009000.0,43253000.0,6.173,
AMD,"Advanced Micro Devices, Inc.",88.31,3.67,4.34,96888000.0,62922000.0,142.387,56.25
AAPL,Apple Inc.,150.82,5.39,3.71,111128000.0,77821000.0,2388.0,24.68
F,Ford Motor Company,14.32,0.53,3.84,100745000.0,52541000.0,57.573,6.39
SNAP,Snap Inc.,11.4,1.03,9.93,80650000.0,30767000.0,18.027,
PLTR,Palantir Technologies Inc.,8.99,0.79,9.63,71623000.0,33293000.0,18.701,
LCID,"Lucid Group, Inc.",12.07,0.22,1.9,71060000.0,33327000.0,22.068,11.28
NIO,NIO Inc.,11.96,-0.14,-1.16,67697000.0,55448000.0,20.181,
HBI,Hanesbrands Inc.,6.28,-2.43,-27.9,67733000.0,9760000.0,2.191,6.22
CCL,Carnival Corporation & plc,12.04,0.7,6.17,60697000.0,48242000.0,15.647,
BBD,Banco Bradesco S.A.,2.79,0.0736,2.71,60565000.0,43223000.0,29.692,6.07
GOOGL,Alphabet Inc.,107.74,7.31,7.28,65075999.99999999,31531000.0,1401.0,21.08
APE,"AMC Entertainment Holdings, Inc.",2.83,0.27,10.55,55056000.0,29905000.0,5.131,
NVDA,NVIDIA Corporation,217.09,7.66,3.66,56130000.0,46808000.0,540.988,58.22
INTC,Intel Corporation,30.19,1.12,3.85,62000000.0,38604000.0,124.896,15.56
AMC,"AMC Entertainment Holdings, Inc.",6.08,0.37,6.48,48957000.0,29555000.0,3.121,
SIRI,Sirius XM Holdings Inc.,5.3,-0.56,-9.56,47993000.0,13850000.0,20.615,18.28
ABEV,Ambev S.A.,2.58,-0.01,-0.39,45233000.0,27699000.0,41.854,16.12
COIN,"Coinbase Global, Inc.",81.46,15.76,23.99,43407000.0,16492999.999999998,21.334,8.33
ITUB,Itaú Unibanco Holding S.A.,4.98,0.07,1.43,39345000.0,38943000.0,48.808,8.59
AFRM,"Affirm Holdings, Inc.",21.14,3.42,19.3,39445000.0,17028000.0,6.134,
PTON,"Peloton Interactive, Inc.",16.98,0.62,3.79,38912000.0,13316000.0,5.851,
GOOG,Alphabet Inc.,108.8,7.37,7.27,43615000.0,25698000.0,1401.0,20.88
RIVN,"Rivian Automotive, Inc.",20.88,1.17,5.94,38761000.0,20860000.0,18.445,
NU,Nu Holdings Ltd.,4.92,0.15,3.14,36539000.0,27424000.0,23.053,
BAC,Bank of America Corporation,36.13,0.21,0.58,33686000.0,38683000.0,288.924,11.33
PBR,Petróleo Brasileiro S.A. - Petrobras,10.92,-0.5,-4.38,34317000.0,32366000.0,71.221,2.12
MSFT,Microsoft Corporation,264.6,11.85,4.69,39731000.0,30079000.0,1970.0,29.4
UBER,"Uber Technologies, Inc.",33.05,1.56,4.95,31830000.0,20119000.0,65.915,
AAL,American Airlines Group Inc.,17.06,0.37,2.22,31508000.0,27757000.0,11.1,85.3
LUMN,"Lumen Technologies, Inc.",5.61,0.25,4.66,30730000.0,24407000.0,5.804,2.75
PFE,Pfizer Inc.,44.34,0.37,0.84,35181000.0,21859000.0,248.894,8.11
T,AT&T Inc.,20.28,0.1,0.5,34088000.0,38487000.0,144.556,8.38
DNA,"Ginkgo Bioworks Holdings, Inc.",2.19,0.19,9.5,31385000.0,23214000.0,4.497,
CS,Credit Suisse Group AG,3.68,0.05,1.38,28577000.0,20148000.0,14.579,
AI,"C3.ai, Inc.",21.92,0.24,1.11,29040000.0,4003000.0,2.417,
IQ,"iQIYI, Inc.",7.55,0.24,3.28,28027000.0,20485000.0,7.145,
GRAB,Grab Holdings Limited,3.63,-0.09,-2.42,28594000.0,17027000.0,13.98,
RIG,Transocean Ltd.,6.97,-0.17,-2.38,27429000.0,23068000.0,5.032,
PINS,"Pinterest, Inc.",29.1,2.4,8.99,26745000.0,11034000.0,19.737,323.33
GM,General Motors Company,41.5,2.2,5.6,28265000.0,14243000.0,57.878,6.77
TLRY,"Tilray Brands, Inc.",3.35,0.02,0.6,26169000.0,20649000.0,2.062,7.98
SHOP,Shopify Inc.,53.63,3.37,6.71,26061000.0,21383000.0,68.222,412.54
VALE,Vale S.A.,17.66,-0.79,-4.28,27021000.0,27741000.0,81.944,4.61
JBLU,JetBlue Airways Corporation,9.22,0.97,11.76,26440000.0,9540000.0,2.986,
WBD,"Warner Bros. Discovery, Inc.",15.92,0.56,3.65,25179000.0,29614000.0,38.66,8.8
PLUG,Plug Power Inc.,17.89,0.21,1.19,25395000.0,17393000.0,10.428,
NOK,Nokia Oyj,4.92,0.06,1.23,23958000.0,19594000.0,27.52,5.93
BABA,Alibaba Group Holding Limited,109.74,-3.08,-2.73,23336000.0,24326000.0,291.022,156.77
C,Citigroup Inc.,52.22,0.07,0.13,22306000.0,18079000.0,101.142,7.34
KEY,KeyCorp,20.05,0.25,1.26,22093000.0,11214000.0,18.713,10.44
XOM,Exxon Mobil Corporation,111.15,-3.59,-3.13,24458000.0,17228000.0,453.714,8.38
